"","Contains fear","containes excitement"
"diablo",0.344054460525513,0.655945479869843
"diagnose",0.739857137203217,0.260142862796783
"diagnosing",0.678083777427673,0.321916282176971
"diagnosis",0.752752959728241,0.247247010469437
"diagnostic",0.671111702919006,0.328888267278671
"diagram",0.15522126853466,0.844778776168823
"dialect",0.214641273021698,0.785358726978302
"dialogue",0.125768840312958,0.874231159687042
"diamond",0.0341442786157131,0.965855777263641
"diana",0.158734023571014,0.841265976428986
"diary",0.219399735331535,0.780600249767303
"dice",0.318859100341797,0.681140899658203
"dick",0.663784861564636,0.336215168237686
"dictation",0.676018118858337,0.323981881141663
"dictator",0.425588399171829,0.574411690235138
"didn",0.330186665058136,0.669813394546509
"die",0.44092932343483,0.559070706367493
"died",0.83971905708313,0.16028094291687
"diego",0.185300096869469,0.81469988822937
"diet",0.771169722080231,0.22883029282093
"dieting",0.790426850318909,0.209573090076447
"dif",0.27592134475708,0.72407865524292
"differed",0.735609650611877,0.264390408992767
"difference",0.609201669692993,0.390798360109329
"differences",0.622590363025665,0.377409666776657
"differentiated",0.536873161792755,0.463126838207245
"differentiates",0.499430656433105,0.500569343566895
"difficult",0.728459477424622,0.271540492773056
"difficulty",0.742775201797485,0.257224798202515
"diffuse",0.672157824039459,0.327842175960541
"diffusion",0.627996742725372,0.372003227472305
"digest",0.182653352618217,0.817346632480621
"digging",0.136510446667671,0.86348956823349
"digit",0.126672461628914,0.873327553272247
"digital",0.074964702129364,0.925035357475281
"digitalfuture",0.102471865713596,0.897528111934662
"digitalization",0.154915511608124,0.845084488391876
"digitally",0.18068952858448,0.819310486316681
"digitized",0.214841485023499,0.785158514976501
"diligence",0.344701915979385,0.655298054218292
"dimon",0.192255944013596,0.807744085788727
"dined",0.295902073383331,0.704097926616669
"ding",0.134364888072014,0.86563515663147
"dinner",0.155087813735008,0.844912171363831
"dino",0.168176725506783,0.831823289394379
"dinosaur",0.120927982032299,0.87907201051712
"dip",0.249102801084518,0.750897169113159
"diploma",0.15129654109478,0.848703444004059
"diplomacy",0.119513876736164,0.880486130714417
"diplomatic",0.0553093887865543,0.944690644741058
"dipped",0.325806021690369,0.674193978309631
"dire",0.577561259269714,0.422438740730286
"direct",0.120005063712597,0.879994928836823
"directed",0.096017062664032,0.903982937335968
"directing",0.139213427901268,0.860786557197571
"direction",0.111823968589306,0.888176023960114
"directive",0.151329949498177,0.848670065402985
"directly",0.151526242494583,0.848473727703094
"director",0.0892941579222679,0.910705804824829
"disability",0.854628503322601,0.14537151157856
"disadvantages",0.660670936107635,0.339329034090042
"disaggregating",0.674586117267609,0.325413882732391
"disagree",0.759829938411713,0.240170076489449
"disagrees",0.47722402215004,0.522775948047638
"disappear",0.856109797954559,0.143890231847763
"disappointed",0.822882413864136,0.177117556333542
"disaster",0.898474395275116,0.101525612175465
"discern",0.682125747203827,0.317874252796173
"discerning",0.779707610607147,0.220292344689369
"disciplinary",0.0676784887909889,0.932321548461914
"discipline",0.511825084686279,0.488174945116043
"disciplines",0.471373498439789,0.528626561164856
"disclaimer",0.646619081497192,0.353380978107452
"disclose",0.810700058937073,0.189299926161766
"disclosed",0.703147292137146,0.296852678060532
"disclosing",0.648925006389618,0.351075053215027
"disclosure",0.735225021839142,0.264774948358536
"disclosures",0.626856207847595,0.373143762350082
"disconnected",0.545931458473206,0.454068541526794
"discord",0.40789383649826,0.59210616350174
"discount",0.137205019593239,0.862794995307922
"discourage",0.111865408718586,0.888134598731995
"discourse",0.0944998264312744,0.905500173568726
"discover",0.0338959097862244,0.966104090213776
"discovered",0.156352266669273,0.843647718429565
"discovering",0.0228001121431589,0.977199912071228
"discovery",0.0197073873132467,0.980292618274689
"discreetly",0.239531695842743,0.760468304157257
"discretionary",0.205927282571793,0.79407274723053
"discrimination",0.914432108402252,0.0855679214000702
"discriminatory",0.817533493041992,0.182466492056847
"discursively",0.102575749158859,0.897424280643463
"discus",0.340288132429123,0.659711837768555
"discussed",0.31433841586113,0.685661613941193
"discussing",0.343940496444702,0.656059503555298
"discussion",0.159181952476501,0.840818047523499
"disease",0.954316258430481,0.0456837639212608
"diseaseparkinson",0.451730012893677,0.548269987106323
"diseases",0.921172738075256,0.0788272693753242
"disfigured",0.946365416049957,0.0536346025764942
"dishonest",0.869699478149414,0.130300536751747
"disillusioned",0.903845727443695,0.0961543172597885
"disillusionment",0.922126352787018,0.0778736919164658
"disinformation",0.876648902893066,0.123351059854031
"disintegrate",0.73467230796814,0.26532769203186
"dismiss",0.935167789459229,0.0648322030901909
"disorder",0.893589913845062,0.106410048902035
"disparate",0.708391487598419,0.291608452796936
"disparity",0.828285455703735,0.171714588999748
"displaced",0.751262664794922,0.248737350106239
"display",0.050170861184597,0.949829161167145
"displayed",0.0784286111593246,0.921571433544159
"displaying",0.0592078976333141,0.940792143344879
"displeasure",0.608363091945648,0.391636878252029
"disposal",0.787893056869507,0.212106972932816
"disproportionate",0.701006352901459,0.298993647098541
"disproportionately",0.682722270488739,0.317277669906616
"dispute",0.850986421108246,0.149013638496399
"disputed",0.668817698955536,0.331182271242142
"disputing",0.706748902797699,0.293251156806946
"disrupt",0.742244362831116,0.257755637168884
"disrupting",0.700751960277557,0.299248039722443
"disruption",0.490285575389862,0.509714424610138
"disruptive",0.863328635692596,0.136671349406242
"disseminate",0.571700096130371,0.428299933671951
"disseminates",0.633008062839508,0.366991996765137
"dissemination",0.602692544460297,0.397307485342026
"dissipate",0.846683084964752,0.153316900134087
"distance",0.162513747811317,0.837486207485199
"distances",0.651481628417969,0.348518401384354
"distant",0.451651304960251,0.548348665237427
"distill",0.733894467353821,0.266105532646179
"distilled",0.79505181312561,0.204948231577873
"distinct",0.728730976581573,0.271269023418427
"distinction",0.722686171531677,0.277313828468323
"distinguish",0.526816368103027,0.473183631896973
"distinguished",0.274542033672333,0.725457966327667
"distinguishing",0.50935435295105,0.490645676851273
"distort",0.810720145702362,0.189279839396477
"distressing",0.890403628349304,0.109596371650696
"distributed",0.402164399623871,0.597835600376129
"distributing",0.42710667848587,0.57289332151413
"distribution",0.455310016870499,0.544690012931824
"distributor",0.310905516147614,0.689094483852386
"district",0.484799116849899,0.515200853347778
"distrust",0.820222437381744,0.179777607321739
"distrustful",0.881226778030396,0.118773177266121
"disturbances",0.698758363723755,0.30124169588089
"disturbed",0.825398921966553,0.174601033329964
"ditto",0.153406590223312,0.846593379974365
"div",0.19691863656044,0.803081393241882
"dive",0.145307585597038,0.854692399501801
"divergence",0.0428187139332294,0.9571812748909
"diverse",0.0533732250332832,0.946626782417297
"diversity",0.0431443192064762,0.956855654716492
"divert",0.472718387842178,0.527281582355499
"diverted",0.585151493549347,0.414848446846008
"divid",0.739214897155762,0.260785132646561
"divided",0.724290668964386,0.275709360837936
"dividend",0.437856048345566,0.562143981456757
"dividing",0.859205663204193,0.140794351696968
"division",0.603561878204346,0.396438091993332
"divorced",0.776149392127991,0.22385062277317
"dizzying",0.871716022491455,0.128283947706223
"dji",0.170754849910736,0.829245209693909
"dm",0.115149050951004,0.884850919246674
"dmy",0.16636335849762,0.833636581897736
"dna",0.167691126465797,0.832308828830719
"doc",0.201115727424622,0.798884272575378
"dock",0.434126436710358,0.565873563289642
"doctor",0.216286137700081,0.78371387720108
"doctored",0.462160974740982,0.53783905506134
"document",0.157478630542755,0.842521369457245
"documentation",0.216869845986366,0.783130168914795
"documented",0.210354119539261,0.789645910263062
"documenting",0.191542029380798,0.808457970619202
"dod",0.196800529956818,0.803199410438538
"dodd",0.277715474367142,0.722284555435181
"dodge",0.536297976970673,0.46370205283165
"dodgy",0.785262644290924,0.214737355709076
"doesn",0.270849287509918,0.729150712490082
"dog",0.107465133070946,0.892534852027893
"dogg",0.240023761987686,0.759976267814636
"dolan",0.252571761608124,0.747428238391876
"dollar",0.143568158149719,0.856431841850281
"dom",0.16149052977562,0.838509440422058
"domain",0.188442379236221,0.811557590961456
"domb",0.457547932863235,0.542452037334442
"dome",0.199973210692406,0.800026774406433
"domestic",0.220931723713875,0.779068231582642
"dominance",0.294555366039276,0.705444633960724
"dominant",0.10964085906744,0.890359103679657
"dominate",0.311891883611679,0.688108086585999
"domination",0.210995212197304,0.789004802703857
"dominik",0.278071075677872,0.721928954124451
"dominion",0.232896193861961,0.767103791236877
"don",0.233304768800735,0.766695201396942
"donald",0.235871627926826,0.764128386974335
"donation",0.12787951529026,0.872120499610901
"donning",0.16373048722744,0.836269497871399
"donor",0.209648668766022,0.790351331233978
"donovan",0.248977899551392,0.751022100448608
"doomer",0.921166002750397,0.0788340643048286
"doomsday",0.85642272233963,0.143577292561531
"door",0.123573690652847,0.876426339149475
"doppelganger",0.235246315598488,0.764753699302673
"dostoyevsky",0.187502324581146,0.812497615814209
"dot",0.0898331925272942,0.910166800022125
"double",0.110672481358051,0.889327526092529
"doubling",0.247931018471718,0.752069056034088
"doubt",0.925576686859131,0.0744233503937721
"dow",0.197227522730827,0.802772521972656
"downfall",0.766642987728119,0.233356982469559
"download",0.07007747143507,0.929922580718994
"downplaying",0.726950466632843,0.273049533367157
"downside",0.46259331703186,0.53740668296814
"downsides",0.782041311264038,0.217958688735962
"downtown",0.0816021710634232,0.918397843837738
"downturn",0.696563899517059,0.303436070680618
"downward",0.546544849872589,0.453455150127411
"dozen",0.0933451727032661,0.90665477514267
"dp",0.141795292496681,0.85820472240448
"dpu",0.19127944111824,0.808720588684082
"dr",0.123885907232761,0.876114070415497
"draft",0.0983735620975494,0.901626408100128
"drafted",0.433774411678314,0.566225588321686
"drafter",0.206409811973572,0.793590188026428
"drafting",0.119128935039043,0.880871057510376
"drago",0.182309821248055,0.817690134048462
"dragon",0.0822037383913994,0.91779625415802
"drain",0.90941333770752,0.0905866846442223
"drake",0.278061419725418,0.72193855047226
"dramatic",0.245386570692062,0.75461345911026
"dramatically",0.0497002936899662,0.950299739837646
"drastic",0.0139828817918897,0.986017048358917
"drastically",0.753213822841644,0.246786147356033
"draw",0.107529155910015,0.892470896244049
"drawing",0.0744907185435295,0.92550927400589
"drawn",0.163362562656403,0.836637496948242
"dread",0.833739936351776,0.166260033845901
"dream",0.0790552720427513,0.920944690704346
"dreamed",0.21150878071785,0.788491189479828
"dreamium",0.119599834084511,0.88040018081665
"dreamstudio",0.0670972168445587,0.932902812957764
"drew",0.200521796941757,0.799478232860565
"dried",0.407368332147598,0.592631697654724
"drift",0.164917796850204,0.835082173347473
"drill",0.185014858841896,0.81498509645462
"drilling",0.0635063052177429,0.936493635177612
"drive",0.0326731540262699,0.967326879501343
"driven",0.0667799040675163,0.933220088481903
"driver",0.0885448306798935,0.91145521402359
"drives",0.0940256714820862,0.905974268913269
"driving",0.0441419221460819,0.955858051776886
"drone",0.588905096054077,0.411094933748245
"drones",0.186917036771774,0.813082993030548
"drop",0.309574007987976,0.690425992012024
"dropped",0.463986545801163,0.53601348400116
"dropping",0.15383368730545,0.84616631269455
"drove",0.272823989391327,0.727176010608673
"drucker",0.274388432502747,0.725611567497253
"drug",0.366542100906372,0.633457958698273
"drum",0.563579559326172,0.436420440673828
"drury",0.49470916390419,0.505290865898132
"dry",0.576281726360321,0.423718243837357
"dsa",0.141552582383156,0.858447372913361
"dsp",0.204997047781944,0.795002937316895
"dstl",0.204448863863945,0.795551180839539
"dsv",0.160164251923561,0.8398357629776
"dual",0.235901966691017,0.764098048210144
"duane",0.233156308531761,0.766843676567078
"dubbed",0.474371790885925,0.525628209114075
"duberstein",0.209022060036659,0.790977954864502
"dubious",0.129815280437469,0.870184719562531
"ducking",0.49225777387619,0.50774222612381
"due",0.172420591115952,0.827579379081726
"dueling",0.747869908809662,0.252130091190338
"duet",0.259379237890244,0.740620732307434
"duke",0.492425978183746,0.507574021816254
"dull",0.448539942502975,0.551460087299347
"dumping",0.128780156373978,0.8712198138237
"dunn",0.341979473829269,0.658020496368408
"duo",0.157568752765656,0.842431247234344
"duolingo",0.0531552955508232,0.946844756603241
"duplicates",0.460362315177917,0.539637684822083
"duplication",0.364587306976318,0.635412633419037
"duty",0.124889828264713,0.875110149383545
"dw",0.196882784366608,0.803117215633392
"dwarf",0.370991110801697,0.629008948802948
"dwight",0.340124875307083,0.659875094890594
"dwindle",0.404367536306381,0.595632493495941
"dy",0.131469681859016,0.8685302734375
"dying",0.850577354431152,0.149422645568848
"dylan",0.22207348048687,0.777926564216614
"dynamic",0.026090981438756,0.973909080028534
"dystopia",0.278008669614792,0.721991360187531
"dystopian",0.206007435917854,0.793992578983307
"eading",0.172952055931091,0.827047944068909
"ear",0.219253554940224,0.780746400356293
"earlier",0.244625344872475,0.755374670028687
"earn",0.200745671987534,0.799254357814789
"earned",0.0471027530729771,0.952897191047668
"earning",0.0484810993075371,0.951518893241882
"ease",0.301807761192322,0.698192238807678
"easier",0.177646949887276,0.822353065013885
"easily",0.106776595115662,0.893223404884338
"easing",0.248939707875252,0.751060366630554
"east",0.111480459570885,0.888519585132599
"eastern",0.20770825445652,0.792291760444641
"easy",0.0593454763293266,0.940654516220093
"eaten",0.357030838727951,0.642969131469727
"eating",0.142807796597481,0.85719221830368
"ec",0.133822754025459,0.866177260875702
"echelon",0.370517194271088,0.629482865333557
"echo",0.177360609173775,0.822639405727386
"eclipse",0.0595060512423515,0.940493941307068
"eclipsis",0.229048028588295,0.770951926708221
"eclypsium",0.499850422143936,0.500149607658386
"ecommerce",0.18318410217762,0.816815972328186
"economic",0.124366208910942,0.875633776187897
"economist",0.171250447630882,0.828749537467957
"economy",0.16862128674984,0.831378698348999
"ecosystem",0.25963681936264,0.74036318063736
"ecstrat",0.441470324993134,0.558529615402222
"ed",0.13445320725441,0.865546762943268
"edge",0.0740374326705933,0.925962567329407
"edged",0.275237441062927,0.724762499332428
"edit",0.250253915786743,0.749746084213257
"edited",0.371960908174515,0.628039121627808
"editing",0.234598621726036,0.765401363372803
"edition",0.148890241980553,0.851109683513641
"editor",0.209443345665932,0.790556669235229
"editorial",0.267245501279831,0.732754528522491
"edt",0.176289498806,0.823710501194
"educate",0.0911787003278732,0.908821284770966
"education",0.115191757678986,0.884808242321014
"educational",0.0787133648991585,0.921286642551422
"educator",0.0940111801028252,0.905988812446594
"edward",0.154694557189941,0.845305502414703
"effect",0.215935111045837,0.784064888954163
"effecting",0.431348919868469,0.568651080131531
"effective",0.149160906672478,0.850839078426361
"effectively",0.336757361888885,0.663242638111115
"effectiveness",0.401909917593002,0.598090052604675
"efficiency",0.35007044672966,0.649929583072662
"efficient",0.194097191095352,0.805902779102325
"efficiently",0.21461209654808,0.785387933254242
"effort",0.0466661192476749,0.953333914279938
"ehr",0.153770208358765,0.846229791641235
"eightfold",0.104440428316593,0.895559549331665
"elaborate",0.123932331800461,0.876067698001862
"elaborated",0.196057245135307,0.803942739963531
"elapsed",0.721763253211975,0.278236746788025
"elchamps",0.0702484995126724,0.929751455783844
"elder",0.224067121744156,0.775932908058167
"elderly",0.323126256465912,0.676873743534088
"election",0.207018449902534,0.792981564998627
"electric",0.0347551815211773,0.965244829654694
"electrical",0.0608597919344902,0.939140200614929
"electricity",0.0291012637317181,0.970898687839508
"electrification",0.109790630638599,0.890209376811981
"electronic",0.0445223264396191,0.955477654933929
"element",0.0892787128686905,0.910721302032471
"elementary",0.113904051482677,0.886095941066742
"elevated",0.12198182195425,0.878018200397491
"elevating",0.0345264784991741,0.965473473072052
"elevator",0.0336722396314144,0.966327786445618
"eleven",0.271628618240356,0.728371322154999
"elftech",0.17484338581562,0.825156629085541
"elicit",0.842993915081024,0.157006129622459
"eliminate",0.769206762313843,0.230793163180351
"eliminated",0.715135514736176,0.284864485263824
"eliminating",0.878314614295959,0.121685452759266
"elizabeth",0.148926362395287,0.851073622703552
"elkind",0.278002500534058,0.721997499465942
"ella",0.155619546771049,0.844380378723145
"elon",0.191440612077713,0.808559417724609
"ely",0.114793226122856,0.885206758975983
"emad",0.217646464705467,0.782353520393372
"email",0.157101258635521,0.842898726463318
"emanating",0.361033797264099,0.638966202735901
"embark",0.0565837547183037,0.943416237831116
"embarrassed",0.973948121070862,0.026051864027977
"embed",0.104414604604244,0.895585417747498
"embedded",0.18803945183754,0.811960518360138
"embellishing",0.132085189223289,0.867914795875549
"embodied",0.288707077503204,0.711292922496796
"embrace",0.0213917680084705,0.978608250617981
"embraced",0.295962363481522,0.704037606716156
"embraces",0.215959057211876,0.784040927886963
"embracing",0.0806998983025551,0.919300138950348
"embryo",0.296269774436951,0.703730225563049
"emc",0.178543448448181,0.821456551551819
"emerge",0.124075196683407,0.875924825668335
"emerged",0.129987269639969,0.870012760162354
"emergence",0.0210576597601175,0.978942334651947
"emergency",0.50364077091217,0.49635922908783
"emergent",0.0388583317399025,0.961141705513
"emerges",0.0548704862594604,0.945129573345184
"emerging",0.0459479913115501,0.954051971435547
"emerson",0.217903435230255,0.782096564769745
"emirates",0.516925632953644,0.483074396848679
"emission",0.225091636180878,0.774908363819122
"emit",0.154658690094948,0.845341324806213
"emitted",0.127611726522446,0.872388243675232
"emma",0.201912879943848,0.798087120056152
"emoji",0.0345993563532829,0.965400636196136
"emons",0.195966958999634,0.804032981395721
"emotion",0.0166414435952902,0.983358561992645
"emotional",0.0389042608439922,0.961095750331879
"emotionally",0.0279118567705154,0.972088098526001
"empathy",0.0674390271306038,0.932560980319977
"emphasis",0.10456494987011,0.895434975624084
"emphasize",0.123191930353642,0.876808047294617
"emphasized",0.207056358456612,0.792943596839905
"empirical",0.162017434835434,0.837982594966888
"employ",0.131811752915382,0.868188261985779
"employe",0.175306141376495,0.824693918228149
"employed",0.169504225254059,0.830495774745941
"employee",0.168107271194458,0.831892728805542
"employer",0.178986981511116,0.821013033390045
"employing",0.183299705386162,0.816700279712677
"employment",0.1458720266819,0.854128003120422
"empower",0.0467255972325802,0.953274369239807
"empowered",0.0273420009762049,0.972657978534698
"empowering",0.0258386451750994,0.974161386489868
"empowerment",0.028572840616107,0.971427202224731
"empty",0.642392337322235,0.357607632875443
"emulate",0.0419122688472271,0.958087742328644
"emulates",0.0658925548195839,0.934107422828674
"enable",0.0660157427191734,0.933984279632568
"enabled",0.0539267100393772,0.946073293685913
"enables",0.379800230264664,0.620199739933014
"enabling",0.117416478693485,0.882583558559418
"enacted",0.398323178291321,0.601676821708679
"enamored",0.395275682210922,0.6047243475914
"encapsulates",0.0804091766476631,0.919590830802917
"encompass",0.35760435461998,0.642395615577698
"encompassing",0.173988118767738,0.826011836528778
"encounter",0.0932812541723251,0.906718790531158
"encourage",0.0125006036832929,0.987499356269836
"encouraged",0.0163486953824759,0.983651280403137
"encouragement",0.0078022638335824,0.992197751998901
"encourages",0.0168073922395706,0.983192622661591
"encouraging",0.0150435362011194,0.984956502914429
"encrypted",0.295691132545471,0.704308867454529
"endearing",0.0149809811264277,0.985019087791443
"endeavor",0.00714584067463875,0.992854177951813
"endel",0.139286026358604,0.860713958740234
"endgame",0.0928768515586853,0.907123148441315
"endless",0.596531510353088,0.403468519449234
"endlessly",0.168278753757477,0.831721246242523
"endorsed",0.100185267627239,0.89981472492218
"enemy",0.68138599395752,0.318614035844803
"energy",0.0121812792494893,0.987818658351898
"enfeeblement",0.590279817581177,0.409720152616501
"enforce",0.25091952085495,0.749080538749695
"enforceable",0.219970002770424,0.780030012130737
"enforcement",0.250222980976105,0.74977695941925
"enforcer",0.254429697990417,0.745570242404938
"enforcing",0.258098930120468,0.741901099681854
"engage",0.0588052570819855,0.941194713115692
"engaged",0.101890280842781,0.89810973405838
"engagement",0.0167781859636307,0.983221828937531
"engages",0.14299301803112,0.857006967067719
"engaging",0.0444671772420406,0.955532848834991
"engelhard",0.374146342277527,0.625853657722473
"engin",0.106507427990437,0.893492519855499
"engine",0.084211602807045,0.915788352489471
"engineer",0.139671251177788,0.860328674316406
"engineering",0.105366677045822,0.894633293151855
"england",0.134342208504677,0.86565774679184
"english",0.0976971313357353,0.902302861213684
"enguerrand",0.451788812875748,0.548211097717285
"enhance",0.0132536431774497,0.986746370792389
"enhanced",0.0214900840073824,0.978509962558746
"enhancement",0.0121373711153865,0.987862646579742
"enhances",0.012963205575943,0.987036824226379
"enhancing",0.0146298781037331,0.98537015914917
"enjoy",0.00537719111889601,0.994622826576233
"enjoying",0.00483963591977954,0.995160341262817
"enlightenment",0.0143707152456045,0.985629320144653
"enlisted",0.327420055866241,0.672579884529114
"eno",0.141016110777855,0.858983874320984
"enormous",0.350362241268158,0.649637699127197
"enrol",0.262605160474777,0.7373948097229
"enrolling",0.0958908125758171,0.904109179973602
"enshrining",0.106595352292061,0.893404603004456
"ensure",0.0613532438874245,0.938646793365479
"ensures",0.10296943038702,0.897030591964722
"ensuring",0.0748843476176262,0.925115585327148
"entail",0.202924385666847,0.797075629234314
"enter",0.0885359048843384,0.911464095115662
"entered",0.0771343857049942,0.922865629196167
"entering",0.0498097464442253,0.950190305709839
"enterprise",0.0135042071342468,0.986495733261108
"enterprises",0.0156509634107351,0.984349012374878
"entertaining",0.0908077657222748,0.909192264080048
"entertainment",0.0581366270780563,0.941863358020782
"enthused",0.0876638367772102,0.91233617067337
"enthusiasm",0.00333222257904708,0.996667742729187
"enthusiast",0.0785993039608002,0.921400666236877
"enthusiastic",0.0119875948876143,0.988012433052063
"entice",0.117759101092815,0.882240891456604
"entire",0.0387114658951759,0.961288571357727
"entitled",0.212879046797752,0.787120997905731
"entity",0.134273990988731,0.865725994110107
"entrenched",0.156926810741425,0.843073129653931
"entrepreneur",0.0237751714885235,0.976224839687347
"entry",0.105922847986221,0.894077122211456
"entryway",0.176991119980812,0.823008894920349
"envelope",0.161257222294807,0.838742733001709
"environment",0.119343347847462,0.880656659603119
"environmental",0.205941438674927,0.794058561325073
"environmentally",0.17394831776619,0.826051712036133
"eon",0.0884998366236687,0.911500215530396
"ephemerality",0.350592523813248,0.649407505989075
"ephrat",0.220281451940536,0.779718577861786
"epic",0.366213291883469,0.633786737918854
"epidemiology",0.570643663406372,0.42935636639595
"epigenomic",0.18872943520546,0.811270594596863
"epiphany",0.0296587329357862,0.970341324806213
"episode",0.156874120235443,0.843125879764557
"episodes",0.109187044203281,0.890812993049622
"eqt",0.188061058521271,0.811939001083374
"equal",0.0615798905491829,0.938420116901398
"equally",0.0672085881233215,0.932791411876678
"equation",0.0681085363030434,0.931891441345215
"equip",0.10633959621191,0.893660426139832
"equipment",0.142519354820251,0.857480645179749
"equitable",0.128750696778297,0.871249258518219
"equity",0.0518848784267902,0.948115110397339
"equitymastercom",0.179511040449142,0.820488929748535
"equivalent",0.11538915336132,0.884610891342163
"era",0.161901414394379,0.838098526000977
"eradicated",0.536623656749725,0.463376313447952
"erase",0.502755165100098,0.497244894504547
"erased",0.55207771062851,0.44792228937149
"eraser",0.0583718344569206,0.941628158092499
"erected",0.674032390117645,0.325967639684677
"eric",0.165700256824493,0.834299743175507
"ericsson",0.215107768774033,0.78489226102829
"erin",0.181850388646126,0.81814968585968
"eringriffith",0.487180382013321,0.512819588184357
"ernakulam",0.271350651979446,0.728649318218231
"erodes",0.50230884552002,0.49769115447998
"eroding",0.930804431438446,0.0691955983638763
"eros",0.197814121842384,0.802185833454132
"errant",0.239424273371696,0.760575711727142
"erroneous",0.926748633384705,0.0732514187693596
"error",0.883966863155365,0.116033136844635
"escalating",0.32550835609436,0.67449164390564
"escalation",0.188751503825188,0.811248540878296
"escaped",0.231456279754639,0.768543720245361
"eschewed",0.53207790851593,0.467922121286392
"eschewing",0.118764117360115,0.881235837936401
"eshoo",0.210116699337959,0.789883255958557
"espionage",0.435617983341217,0.564382076263428
"essay",0.118387036025524,0.881612956523895
"essence",0.106625854969025,0.893374145030975
"essential",0.0493684075772762,0.950631618499756
"essentially",0.128138899803162,0.871861100196838
"establish",0.0830776765942574,0.916922271251678
"established",0.0746654197573662,0.925334572792053
"establishment",0.169059619307518,0.830940365791321
"estate",0.0954121872782707,0.904587805271149
"estimate",0.457001984119415,0.54299795627594
"estimated",0.714218318462372,0.285781741142273
"estimates",0.549398899078369,0.450601100921631
"eternity",0.842527091503143,0.157472878694534
"etf",0.204102739691734,0.795897245407104
"etfs",0.352155148983002,0.647844851016998
"ethernet",0.269043773412704,0.730956256389618
"ethic",0.176002621650696,0.823997318744659
"ethical",0.20360341668129,0.796396613121033
"ethically",0.121043272316456,0.878956735134125
"ethnicity",0.324967682361603,0.675032317638397
"ethos",0.253646105527878,0.7463538646698
"eton",0.117785327136517,0.882214665412903
"eu",0.112750723958015,0.887249290943146
"eucommission",0.17047381401062,0.82952618598938
"euphoria",0.0612256936728954,0.938774287700653
"euro",0.153540402650833,0.846459567546844
"europe",0.172206774353981,0.82779324054718
"european",0.224675998091698,0.775323987007141
"eurostat",0.172243192791939,0.827756762504578
"evacuation",0.188069403171539,0.811930596828461
"evaded",0.179328471422195,0.820671558380127
"evading",0.0666198804974556,0.933380126953125
"evaluate",0.309443771839142,0.690556228160858
"evaluated",0.568867087364197,0.431132882833481
"evaluating",0.534652650356293,0.46534737944603
"evaluation",0.526915550231934,0.473084479570389
"evangelist",0.0971060395240784,0.902893960475922
"evening",0.0926222652196884,0.90737771987915
"event",0.0715870708227158,0.928412914276123
"eventually",0.0999429374933243,0.900057077407837
"everwest",0.185189723968506,0.814810276031494
"everyday",0.0757671222090721,0.92423290014267
"evidence",0.138247087597847,0.861752867698669
"evidenced",0.178209379315376,0.821790635585785
"evident",0.038996260613203,0.96100378036499
"evil",0.67046582698822,0.32953417301178
"evolution",0.0545109324157238,0.945489048957825
"evolve",0.023360475897789,0.97663950920105
"evolved",0.0400738157331944,0.959926187992096
"evolving",0.0288205593824387,0.9711794257164
"exacerbate",0.715599000453949,0.284401088953018
"exacerbated",0.762638449668884,0.237361595034599
"exact",0.184813752770424,0.815186202526093
"exaggerated",0.300231367349625,0.699768602848053
"exaggeration",0.171654015779495,0.828345954418182
"exam",0.250343263149261,0.749656736850739
"examination",0.290345013141632,0.709654927253723
"examine",0.404553174972534,0.595446825027466
"examined",0.346554130315781,0.653445839881897
"examining",0.246825933456421,0.753174066543579
"examples",0.214398384094238,0.785601615905762
"exceed",0.0145731940865517,0.985426723957062
"exceeded",0.02042949013412,0.97957056760788
"exceedingly",0.00912271533161402,0.990877330303192
"excel",0.3983393907547,0.6016606092453
"excellent",0.00516812084242702,0.994831919670105
"exception",0.059876412153244,0.940123617649078
"exceptional",0.25949364900589,0.740506410598755
"excess",0.0367369279265404,0.963263094425201
"exchange",0.246564775705338,0.753435254096985
"exchanges",0.214513674378395,0.785486340522766
"exchanging",0.111024141311646,0.888975858688354
"excised",0.401343464851379,0.598656475543976
"excited",0.0081691974774003,0.991830825805664
"excitement",0.00870300643146038,0.991297006607056
"exciting",0.00767241045832634,0.992327570915222
"exclusion",0.80170476436615,0.198295250535011
"exclusive",0.161131039261818,0.838868975639343
"exclusively",0.0521077401936054,0.947892248630524
"excuse",0.0165042337030172,0.983495712280273
"excuseflation",0.113199599087238,0.886800348758698
"exec",0.116325333714485,0.883674681186676
"execute",0.14553613960743,0.854463875293732
"executing",0.107997804880142,0.892002165317535
"execution",0.329136192798615,0.670863807201385
"executive",0.132322326302528,0.867677688598633
"executives",0.272266685962677,0.727733314037323
"exemplified",0.0254699420183897,0.974529981613159
"exempt",0.413143008947372,0.586856961250305
"exempting",0.58214807510376,0.417851895093918
"exemption",0.294174343347549,0.705825686454773
"exercise",0.012510672211647,0.987489342689514
"exercised",0.075227752327919,0.924772262573242
"exercises",0.0520734377205372,0.947926580905914
"exhibit",0.0860587731003761,0.913941264152527
"exist",0.0522415153682232,0.947758495807648
"existed",0.240181252360344,0.75981879234314
"existence",0.061588779091835,0.938411235809326
"existential",0.0751614049077034,0.924838602542877
"existing",0.165190815925598,0.834809184074402
"exit",0.15738183259964,0.842618107795715
"exome",0.125109866261482,0.874890148639679
"expand",0.0603994391858578,0.939600586891174
